Account name,Customer ID,Month,Currency code,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Search impr. share,Search lost IS (budget)
MovingSouthwestFlorida.com,317-718-2588,Feb-24,USD,201,849,23.67%,0.99,199.34,26,7.67,12.94%,< 10%,8.35%
MrSantaFeRealEstate.com,598-040-7137,Feb-24,USD,913,"7,516",12.15%,1.09,998.01,77,12.96,8.43%,19.18%,9.04%
MrWestside.com,322-621-0327,Feb-24,USD,723,"3,625",19.94%,1.38,997.44,57,17.5,7.88%,17.72%,14.27%
MuirEstates.com,759-127-9344,Feb-24,USD,398,"2,348",16.95%,1.27,506.52,32,15.83,8.04%,< 10%,12.79%
MuveHomes.ca,929-385-6754,Feb-24,USD,"3,990","60,041",6.65%,0.89,3548.29,357,9.94,8.95%,12.11%,14.04%
MyChesmontHome.com,271-206-3278,Feb-24,USD,184,869,21.17%,1.24,228.28,19,12.01,10.33%,< 10%,20.04%
MyGrandTraverse.com,408-034-2394,Feb-24,USD,365,"2,621",13.93%,0.97,355.73,49,7.26,13.42%,18.20%,14.12%
MyHaven.homes,215-676-1290,Feb-24,USD,423,"3,036",13.93%,1.18,499.96,27,18.52,6.38%,< 10%,10.79%
MyHomeLexington.com,140-969-0107,Feb-24,USD,377,"5,430",6.94%,0.66,249.64,38,6.57,10.08%,< 10%,8.57%
MyJerseyHome.com,298-689-0454,Feb-24,USD,116,"1,030",11.26%,3.52,408.51,18,22.7,15.52%,31.37%,14.94%
MyKamloopsListings.com,500-486-6060,Feb-24,USD,968,"8,810",10.99%,0.38,372.59,83,4.49,8.57%,23.61%,14.73%
MyMXRealty.com,127-514-4972,Feb-24,USD,596,"5,131",11.62%,0.84,500.06,57,8.77,9.56%,< 10%,7.58%
NanaimoRE.com,127-345-4223,Feb-24,USD,"1,657","16,790",9.87%,0.6,999.98,155,6.45,9.35%,21.19%,13.17%
NaplesCoastalConnection.com,251-008-6974,Feb-24,USD,352,"3,088",11.40%,1.42,499.97,35,14.28,9.94%,< 10%,9.61%
NashvilleHighriseCondos.com,574-775-4364,Feb-24,USD,647,"4,737",13.66%,1.12,724.84,79,9.18,12.21%,21.41%,4.84%
NashvillesNik.com,391-349-3507,Feb-24,USD,221,"1,956",11.30%,1.11,245.16,27,9.08,12.22%,< 10%,11.00%
NeltnerRealty.com,825-178-5039,Feb-24,USD,860,"8,565",10.04%,0.86,743.48,97,7.66,11.28%,10.44%,13.07%
NevadaRealEstateGroup.com / NevadaGroup.com,850-628-7174,Feb-24,USD,"3,115","54,104",5.76%,1.28,3997.99,287,13.93,9.20%,17.92%,9.59%
NewJerseyLuxuryRealEstate.com,626-365-1711,Feb-24,USD,395,"2,936",13.45%,1.27,499.72,27,18.51,6.84%,11.56%,12.61%
NewMexicosFinestRealEstate.com,692-323-8225,Feb-24,USD,643,"8,154",7.89%,0.78,499.33,62,8.05,9.64%,< 10%,11.53%
NexxusGroup.ca,690-635-5639,Feb-24,CAD,"1,527","17,270",8.84%,0.65,990.04,123,8.05,8.06%,< 10%,11.43%
NHCNow.com,695-449-0741,Feb-24,USD,681,"7,374",9.24%,0.73,497.61,73,6.82,10.72%,< 10%,7.81%
NiagaraHomePortal.ca,793-332-4001,Feb-24,CAD,"2,289","19,155",11.95%,0.74,1685.78,210,8.03,9.17%,19.59%,9.16%
NickMcLeanRealEstate.com / EnhancedHomeSearch.com,226-653-6099,Feb-24,USD,"2,978","29,286",10.17%,1.34,3990.09,170,23.47,5.71%,29.34%,8.30%
NLHomeFinder.ca,751-297-9176,Feb-24,USD,"1,442","9,196",15.68%,0.21,300.14,125,2.4,8.67%,25.54%,8.32%
NortheastTNHomeSearch.com,898-991-5425,Feb-24,USD,"2,800","84,816",3.30%,0.98,2733.91,317,8.62,11.32%,17.84%,5.63%
NorthOfBostonHome.com,804-122-0627,Feb-24,USD,221,"2,153",10.26%,1.2,266.12,19,14.01,8.60%,< 10%,18.40%
NorthOfNYCMLS.com,235-596-2537,Feb-24,USD,"1,195","23,974",4.98%,0.84,999.76,147,6.8,12.30%,< 10%,6.06%
NWAHomeStore.com,763-493-5488,Feb-24,USD,"5,248","49,435",10.62%,1.14,5996.02,478,12.54,9.11%,26.54%,5.03%
NYSCapitalRegionHomes.com,457-213-8966,Feb-24,USD,413,"4,536",9.10%,0.72,298.49,49,6.09,11.86%,< 10%,9.28%
OBXLifeRealty.com,638-325-6442,Feb-24,USD,519,"3,895",13.32%,0.48,249.85,62,4.03,11.95%,10.69%,13.03%
ODonnellRealEstate.com,474-868-9915,Feb-24,USD,419,"2,262",18.52%,1.43,601.01,40,15.03,9.55%,< 10%,13.97%
OmahaRealEstate.com,198-002-0388,Feb-24,USD,"1,119","24,177",4.63%,0.89,995.74,110,9.05,9.83%,< 10%,11.63%
OmahaRealEstateShop.com,986-828-7025,Feb-24,USD,349,"3,428",10.18%,0.86,298.48,32,9.33,9.17%,< 10%,9.83%
OneGroupNashville.com,987-748-3645,Feb-24,USD,326,"2,170",15.02%,1.53,499.86,30,16.66,9.20%,< 10%,12.05%
OrangeCountyAreaProperties.com,850-133-0521,Feb-24,USD,609,"6,092",10.00%,0.99,600.09,47,12.77,7.72%,< 10%,7.44%
OrlandoFloridaRealty.com,517-493-4184,Feb-24,USD,815,"4,702",17.33%,0.92,746.88,110,6.79,13.50%,11.15%,12.59%
OthenGroup.com,415-308-5949,Feb-24,USD,331,"3,855",8.59%,3.02,998.68,66,15.13,19.94%,17.53%,13.50%
OurFairfax.com,402-132-2407,Feb-24,USD,279,"1,407",19.83%,1.43,397.91,18,22.11,6.45%,< 10%,7.70%
OwnLA.homes,171-665-0127,Feb-24,USD,876,"11,487",7.63%,1.14,999.77,42,23.8,4.79%,11.08%,7.35%
PacificWolfRealty.com / TheWolfsNest.com,329-458-6503,Feb-24,USD,981,"8,188",11.98%,1.53,1496.12,80,18.7,8.15%,< 10%,10.49%
PalmMartin.com / DreamWorksRealEstate.com,751-514-9386,Feb-24,USD,"4,395","29,411",14.94%,0.96,4208.01,335,12.56,7.62%,< 10%,13.15%
PalmParadiseRealty.com / PalmParadiseRealEstate.com,735-164-6403,Feb-24,USD,831,"7,033",11.82%,1.2,999.25,84,11.9,10.11%,< 10%,8.89%
PanamaCityHomesOnline.com,105-890-4296,Feb-24,USD,376,"2,863",13.13%,0.79,297.71,37,8.05,9.84%,< 10%,10.39%
PattyHerreraHomeTeam.com,670-925-0878,Feb-24,USD,100,558,17.92%,1.05,104.61,23,4.55,23.00%,< 10%,28.38%
PaulaVargasRealtor.com,461-579-9805,Feb-24,USD,369,"1,601",23.05%,1.05,387.26,30,12.91,8.13%,< 10%,11.76%
PearsonCusackRealEstateGroup.com,150-768-9105,Feb-24,USD,304,"3,654",8.32%,1.64,500.05,26,19.23,8.55%,13.94%,10.77%
PerfectPlaceTeam.com,847-774-1797,Feb-24,USD,504,"4,626",10.89%,0.98,495.47,36,13.76,7.14%,< 10%,9.53%
PeterKoutenTeam.com,970-501-2443,Feb-24,USD,401,"2,852",14.06%,2.5,1003.32,42,23.89,10.47%,< 10%,7.20%
PGPropertyShop.com,691-315-8203,Feb-24,USD,"1,454","14,542",10.00%,0.62,899.81,134,6.72,9.22%,35.37%,13.21%
PhoenixAreaHouseSearch.com,985-058-7800,Feb-24,USD,694,"8,027",8.65%,1.18,822.14,77,10.68,11.10%,< 10%,13.39%
PieceOfPDX.com,123-601-2137,Feb-24,USD,196,"1,209",16.21%,1.27,249.86,26,9.61,13.27%,< 10%,11.37%
PinnacleGRS.com,483-129-8701,Feb-24,USD,"1,526","29,014",5.26%,1.18,1797.92,180,9.99,11.80%,< 10%,7.16%
PlatinumHomesFortLauderdale.com,403-610-3582,Feb-24,USD,576,"3,551",16.22%,1.31,753.98,70,10.77,12.15%,< 10%,13.34%
PoconosHomeFinder.com,498-763-4292,Feb-24,USD,932,"11,195",8.33%,0.64,597.1,123,4.85,13.20%,20.11%,6.64%
PreferredHomeTeam.com,740-151-9564,Feb-24,USD,"1,933","15,941",12.13%,1.03,1994.15,133,14.99,6.88%,16.31%,2.94%
PremierColoradoProperty.com,135-133-2493,Feb-24,USD,403,"3,882",10.38%,1.24,498.17,35,14.23,8.68%,< 10%,8.75%
PremierListings.com,462-186-8556,Feb-24,USD,"5,986","52,078",11.49%,0.97,5796.81,683,8.49,11.41%,< 10%,7.60%
ProgramRealty.com,786-185-5715,Feb-24,USD,"7,108","118,262",6.01%,0.98,6981.7,827.18,8.44,11.63%,15.20%,7.83%
PropertiesNiagara.com,878-700-3899,Feb-24,CAD,"2,270","24,695",9.19%,0.44,999.85,185,5.4,8.15%,19.00%,7.21%
PropertyProsAtlanta.com,354-148-7039,Feb-24,USD,712,"5,873",12.12%,1.05,749.49,73,10.27,10.25%,< 10%,8.29%
PuttRealEstate.com,949-816-3205,Feb-24,USD,796,"16,644",4.78%,0.94,749.52,94,7.97,11.81%,15.33%,18.96%
QuanSellsPalmBeach.com,694-151-6919,Feb-24,USD,308,"2,664",11.56%,0.81,248.6,30,8.29,9.74%,< 10%,18.07%
RafterHRealEstate.com,370-519-9115,Feb-24,USD,494,"5,420",9.11%,0.6,295.16,80,3.69,16.19%,< 10%,13.42%
RaleighHomeFinder.com,684-241-6944,Feb-24,USD,519,"5,574",9.31%,0.96,499.09,65,7.68,12.52%,< 10%,12.19%
Rania-Elsherif.com,254-874-8537,Feb-24,USD,202,828,24.40%,1.48,299.26,14,21.38,6.93%,12.26%,22.13%
RealAdvantagePartners.com,606-636-0001,Feb-24,USD,522,"4,784",10.91%,0.96,500.06,56,8.93,10.73%,< 10%,9.60%
RealEstateForSaleSF.com,292-314-0744,Feb-24,USD,986,"11,422",8.63%,1,990.35,76,13.03,7.71%,< 10%,12.32%
RealFloridaParadiseHome.com,444-394-7095,Feb-24,USD,653,"4,300",15.19%,0.77,499.84,80,6.25,12.25%,< 10%,11.51%
RealIntegrity.com,795-500-7160,Feb-24,USD,411,"3,342",12.30%,1.93,795.11,46,17.29,11.19%,15.06%,10.08%
RealLivingHomes.ca / CentralEdmonton.com,245-919-1490,Feb-24,USD,"3,068","24,550",12.50%,0.69,2121.72,278,7.63,9.06%,< 10%,12.45%
RealSourceBrokers.com,909-104-6046,Feb-24,USD,590,"3,238",18.22%,0.84,494.07,96,5.15,16.27%,< 10%,11.78%
Realty4VA.com / realtor4va.com / 804Realtor.com,223-880-7466,Feb-24,USD,485,"3,593",13.50%,1.02,495.12,31,15.97,6.39%,< 10%,7.59%
RealtyOhio.com,612-641-0195,Feb-24,USD,966,"11,752",8.22%,0.9,865.32,122,7.09,12.63%,< 10%,10.74%
RebeccaMayhew.ca,492-685-3119,Feb-24,CAD,343,"3,946",8.69%,1.02,349.7,37,9.45,10.79%,< 10%,11.89%
RedDeerRealEstate.ca,205-501-6164,Feb-24,CAD,"2,094","18,130",11.55%,0.62,1294.48,155,8.35,7.40%,22.93%,9.41%
RedTrolleyRealty.com / SDREHomeFinder.com,727-990-8162,Feb-24,USD,409,"3,252",12.58%,1.22,499.28,34,14.68,8.31%,< 10%,13.35%
ReferredRealtyGroup.com,793-388-4715,Feb-24,USD,366,"1,560",23.46%,1.36,498.86,37,13.48,10.11%,21.25%,15.93%
RegionHomes4Sale.com,348-178-6990,Feb-24,USD,"2,710","18,370",14.75%,1.11,2998.72,294,10.2,10.71%,13.50%,6.84%
Reliance1Realty.com,418-248-0105,Feb-24,USD,"1,504","14,725",10.21%,0.86,1299.63,139,9.35,9.24%,26.75%,4.85%
RemaxCrownCalgary.com,699-999-0207,Feb-24,CAD,"5,887","65,505",8.99%,0.85,4999.76,648,7.72,11.01%,12.34%,12.03%
RenoHomesNV.com,716-941-7352,Feb-24,USD,273,"2,175",12.55%,1.83,499.87,30,16.66,10.99%,17.07%,14.11%
RenoTahoeNVListings.com,814-912-7148,Feb-24,USD,795,"5,093",15.61%,1.26,999.7,59,16.94,7.42%,< 10%,6.08%
ReShilowRealtyinc.com / REShilow.com,747-828-2044,Feb-24,USD,835,"7,339",11.38%,1.2,999.84,82.5,12.12,9.88%,10.85%,9.30%
RevistaRealty.com,636-068-5666,Feb-24,USD,392,"3,213",12.20%,1.14,446.95,42,10.64,10.71%,11.54%,13.29%
ReynoldsRealEstate.org,250-477-8795,Feb-24,USD,465,"5,289",8.79%,1.07,498.73,51,9.78,10.97%,14.87%,8.29%
RicciRealty.com,865-145-7927,Feb-24,USD,491,"2,628",18.68%,1.22,599.96,30,20,6.11%,12.05%,11.41%
RichKnowsHomes.com,261-794-9992,Feb-24,USD,510,"2,373",21.49%,0.97,494.36,31,15.95,6.08%,< 10%,6.89%
RiverValleyGroup.com,360-069-6391,Feb-24,USD,461,"6,126",7.53%,1.08,497.01,47,10.57,10.20%,< 10%,9.42%
RM82.com,109-265-1631,Feb-24,USD,235,"1,929",12.18%,1.03,242.18,35,6.92,14.89%,< 10%,7.82%
RobertMackGroup.com,394-396-5968,Feb-24,USD,757,"5,149",14.70%,1.06,799.41,68,11.76,8.98%,< 10%,5.71%
RobGrey.com,563-284-8990,Feb-24,USD,832,"9,954",8.36%,0.96,795.14,51,15.59,6.13%,11.69%,13.08%
RodriguezHomes.com,973-862-7393,Feb-24,USD,773,"7,516",10.28%,1.28,987.98,68,14.53,8.80%,< 10%,12.99%
RogersNeighborhoodRealty.com,421-075-7348,Feb-24,USD,372,"9,364",3.97%,1.47,548.54,17,32.27,4.57%,17.08%,12.63%
RonAndFlo.com,553-719-7691,Feb-24,USD,300,"2,544",11.79%,1.66,499.01,28,17.82,9.33%,< 10%,14.11%
RoseGroupRealty.com,980-203-1035,Feb-24,USD,491,"3,071",15.99%,1.02,500.01,74,6.76,15.07%,< 10%,7.02%
RussellvilleLiving.com,358-083-3144,Feb-24,USD,970,"19,542",4.96%,1.02,993.75,92,10.8,9.48%,15.84%,8.50%
RyanParkerSoFlo.com,580-161-8425,Feb-24,USD,306,"2,548",12.01%,0.98,301.27,38,7.93,12.42%,< 10%,9.74%
SaleemAndAssociates.ca,153-634-6509,Feb-24,CAD,384,"3,525",10.89%,1.2,461.75,31,14.9,8.07%,< 10%,13.63%
SaltRealtySC.com,726-653-2100,Feb-24,USD,506,"4,079",12.41%,0.99,499.72,56,8.92,11.07%,< 10%,9.58%
SamCooperRealtor.com,776-004-9842,Feb-24,USD,"1,349","17,413",7.75%,1.48,1996.42,148,13.49,10.97%,10.99%,6.59%
SampsonRealtyGroup.com / DavidSampsonGroup.com,962-940-5574,Feb-24,USD,219,"2,106",10.40%,1.13,248.5,29,8.57,13.24%,13.97%,9.01%
SanAntonioTexasHomesForsale.com,565-172-0535,Feb-24,USD,289,"1,825",15.84%,1.04,300.57,28,10.73,9.69%,< 10%,8.65%
SanDiegoHomesLife.com,275-596-0582,Feb-24,USD,361,"3,088",11.69%,1.38,499.92,28,17.85,7.76%,< 10%,17.82%
SarasotaSearch.com,245-488-8700,Feb-24,USD,347,"2,602",13.34%,1.15,399.65,38,10.52,10.95%,< 10%,11.96%
SchulerBauer.com,244-677-8622,Feb-24,USD,"1,125","16,657",6.75%,0.88,990.12,105,9.43,9.33%,18.90%,11.56%
SDHomesAndLand.com,356-442-0109,Feb-24,USD,"1,300","13,837",9.40%,1.06,1379.3,98,14.07,7.54%,< 10%,10.16%
SearchArizonaHomesForSale.com,491-367-2015,Feb-24,USD,519,"2,356",22.03%,0.96,499.68,43,11.62,8.29%,10.75%,18.87%
SearchEastNCHomes.com,254-854-2178,Feb-24,USD,420,"8,054",5.21%,1.17,491.22,44,11.16,10.48%,10.05%,10.49%
SearchLasvegasNV.com,762-309-4325,Feb-24,USD,767,"7,132",10.75%,1.3,995.45,83,11.99,10.82%,< 10%,12.86%
SearchMidwestHomes.com,546-804-9399,Feb-24,USD,306,"2,099",14.58%,1.65,505.34,23,21.97,7.52%,< 10%,14.08%
SearchNortheastFLHomes.com,794-848-6370,Feb-24,USD,339,"3,536",9.59%,0.88,298.83,28,10.67,8.26%,< 10%,13.53%
SearchNorthTexasHomesForSale.com,856-763-6600,Feb-24,USD,365,"2,031",17.97%,1.91,697.04,34,20.5,9.32%,11.27%,12.38%
SearchSarasotaHomes.com,735-603-6209,Feb-24,USD,"3,419","30,081",11.37%,0.88,3000.47,344,8.72,10.06%,< 10%,6.87%
SearchTellurideSothebysRealty.com,769-435-9866,Feb-24,USD,315,"6,108",5.16%,1.59,500.07,37,13.52,11.75%,16.46%,14.16%
SearchVancouverHome.com,771-526-2650,Feb-24,USD,665,"5,082",13.09%,0.68,449.41,54,8.32,8.12%,< 10%,13.89%
SearchVeroBeach.com,559-700-7893,Feb-24,USD,463,"2,279",20.32%,1.08,499.57,29,17.23,6.26%,13.35%,22.78%
SeaTrailRealty.com,123-728-2166,Feb-24,USD,206,937,21.99%,1.08,223.19,36,6.2,17.48%,11.81%,28.90%
SeeVictoriaHomes.com,414-336-3764,Feb-24,CAD,811,"7,923",10.24%,0.74,600.05,58,10.35,7.15%,< 10%,11.58%
SellMyHomeDE.com,170-418-1845,Feb-24,USD,239,"1,900",12.58%,0.95,226.28,18,12.57,7.53%,< 10%,4.41%
SellsMHK.com,719-711-1054,Feb-24,USD,220,"2,410",9.13%,1.92,421.75,30,14.06,13.64%,15.73%,13.35%
SETexasHomesForSale.com,909-595-0972,Feb-24,USD,495,"4,551",10.88%,1.21,599.2,69,8.68,13.94%,< 10%,10.83%
ShandaLambRealtor.com,952-915-9523,Feb-24,USD,314,"2,066",15.20%,0.95,299.68,33,9.08,10.51%,< 10%,14.58%
ShaneCabrera.com,163-167-7874,Feb-24,USD,514,"4,814",10.68%,0.96,494.35,35,14.12,6.81%,< 10%,8.09%
ShastaHomesNow.com,933-207-2654,Feb-24,USD,357,"5,460",6.54%,1.71,612.05,28,21.86,7.84%,26.16%,13.07%
ShawnLittleTeam.com,485-825-2982,Feb-24,USD,794,"11,451",6.93%,1.76,1399.17,49,28.55,6.17%,32.15%,4.62%
SherineMonir.com,353-186-7398,Feb-24,USD,238,"1,759",13.53%,2.08,494.63,21,23.55,8.82%,34.95%,7.96%
ShirzadRealty.ca,152-591-3688,Feb-24,USD,"1,116","12,169",9.17%,0.54,599.97,81,7.41,7.26%,< 10%,5.77%
SHJune.com,255-490-4937,Feb-24,USD,419,"1,859",22.54%,1.19,500.08,47,10.64,11.22%,< 10%,8.69%
ShopOwnerFinance.com,334-434-0856,Feb-24,USD,388,"2,207",17.58%,1.46,565.8,83,6.82,21.39%,42.63%,5.48%
ShopTriCountyHomes.com,957-731-3445,Feb-24,USD,506,"9,365",5.40%,0.94,477.35,46,10.38,9.09%,17.27%,7.67%
ShowMeCoMo.com / livelovemissouri.com,767-987-1741,Feb-24,USD,448,"19,958",2.24%,1.11,497.86,40,12.45,8.93%,24.02%,11.66%
SierraInteractive.com,296-541-9507,Feb-24,USD,"4,261","47,185",9.03%,1.67,7119.88,120.79,58.94,2.83%,39.21%,37.62%
SignatureChoiceRealty.com,848-493-6991,Feb-24,USD,801,"17,780",4.51%,0.62,494.14,83,5.95,10.36%,13.72%,11.07%
SignatureHomesRealty.com,744-869-4976,Feb-24,USD,351,"2,603",13.48%,1.42,498.65,39,12.79,11.11%,< 10%,13.07%
SinghAndAssociatesKC.com,883-787-0325,Feb-24,USD,823,"7,669",10.73%,0.85,700.83,105,6.67,12.76%,< 10%,7.99%
SkywalkerGroups.com,802-783-0470,Feb-24,USD,157,"1,418",11.07%,3.18,499.17,25,19.97,15.92%,14.93%,13.03%
SoldByMRA.com,822-753-1286,Feb-24,USD,557,"6,214",8.96%,0.89,498.37,85,5.86,15.26%,< 10%,5.26%
SoldInMadison.com / SoldInMyTown.com,293-433-3309,Feb-24,USD,437,"4,893",8.93%,1.14,499.6,39,12.81,8.92%,< 10%,11.21%
SoldTodayEdmonton.ca,803-924-5360,Feb-24,CAD,457,"3,820",11.96%,0.76,348.22,33,10.55,7.22%,< 10%,9.38%
SomdExpert.com,536-788-5194,Feb-24,USD,487,"3,046",15.99%,1.23,598.76,40,14.97,8.21%,17.23%,6.43%
SouthBayLAFineHomes.com,371-411-6247,Feb-24,USD,321,"2,633",12.19%,1.74,557.55,17,32.8,5.30%,14.80%,7.08%
SouthernBellLiving.com,745-315-8876,Feb-24,USD,362,"2,983",12.14%,1.38,498.3,23,21.67,6.35%,< 10%,11.05%
SouthernCharm.homes / KnoxvilleHouses.info,904-542-5376,Feb-24,USD,799,"5,179",15.43%,1.12,897.45,116,7.74,14.52%,< 10%,9.60%
SouthernKeyHomes.com,226-376-4366,Feb-24,USD,283,"1,598",17.71%,1.58,446.98,26,17.19,9.19%,< 10%,15.88%
StamfordListings.com,844-756-9247,Feb-24,USD,452,"4,566",9.90%,1.11,500.05,61,8.2,13.50%,20.15%,11.74%
StewartAndJane.com,631-329-6296,Feb-24,USD,833,"15,499",5.37%,1.2,999.47,69,14.49,8.28%,10.34%,6.03%
StitserProperties.com,694-383-5470,Feb-24,USD,"1,208","19,055",6.34%,1.03,1240.41,76,16.32,6.29%,< 10%,9.50%
StJohnsLife.com,656-401-9813,Feb-24,USD,"2,175","15,482",14.05%,0.46,997.24,156,6.39,7.17%,34.89%,8.48%
StormsPropertyGroup.com,173-915-6021,Feb-24,USD,267,"3,116",8.57%,0.94,249.75,20,12.49,7.49%,< 10%,10.79%
StoryRealEstate.com,507-865-3072,Feb-24,USD,444,"14,733",3.01%,1.11,491.62,28,17.56,6.31%,17.40%,12.08%
StreetLightRealtors.com,829-333-8819,Feb-24,USD,222,"3,981",5.58%,1.35,299.96,12,25,5.41%,10.32%,7.59%
SuburbanChicagoRealEstate.com,796-899-0233,Feb-24,USD,731,"3,220",22.70%,1.29,939.91,70,13.43,9.58%,13.07%,13.92%
SucreRealty.com,844-174-1841,Feb-24,USD,547,"3,958",13.82%,0.91,499.72,67,7.46,12.25%,< 10%,10.47%
SullivansIslandRealEstate.com,320-507-7539,Feb-24,USD,522,"2,546",20.50%,1.9,993.22,26,38.2,4.98%,44.81%,17.84%
SunshineTeam.co / RXHomeAdvantageColorado.com / RxRealtyColorado.com / rxhomeadvantage.com,233-782-7919,Feb-24,USD,244,"1,702",14.34%,1.64,399.72,23,17.38,9.43%,< 10%,11.79%
SunStatesRealty.com,749-793-9517,Feb-24,USD,433,"3,581",12.09%,1.16,500.43,24,20.85,5.54%,11.13%,14.06%
TampaLifestyleHomeTeam.com,163-752-1496,Feb-24,USD,214,"1,591",13.45%,1.16,249.1,30,8.3,14.02%,< 10%,17.16%
TaylorGroupOnline.com / TheTashAgency.com,832-497-4480,Feb-24,USD,509,"6,746",7.55%,1.18,599.04,46,13.02,9.04%,< 10%,8.15%
Team-Eli.com,680-778-0399,Feb-24,CAD,"1,605","25,582",6.27%,0.93,1500.54,108,13.89,6.73%,< 10%,12.37%
TeamJalal.com,705-274-1407,Feb-24,USD,434,"9,609",4.52%,1.15,500.08,32,15.63,7.37%,10.27%,13.23%
TeamMatchmaker.com,948-872-7096,Feb-24,USD,490,"18,169",2.70%,0.82,399.93,35,11.43,7.14%,10.20%,12.77%
TeamPinto.com,137-666-1282,Feb-24,CAD,848,"12,130",6.99%,1.18,999.7,69,14.49,8.14%,< 10%,13.47%
TeamSzakosTN.com,541-097-5246,Feb-24,USD,472,"4,170",11.32%,3.2,1511.44,41,36.86,8.69%,12.06%,14.02%
TexasHomeBuyersAndSellers.com,328-570-6393,Feb-24,USD,674,"4,747",14.20%,1.04,698.26,99,7.05,14.69%,< 10%,8.54%
TheAlexHaighGroup.com / TheHaighGroup.com,632-426-7549,Feb-24,USD,"1,035","4,683",22.10%,0.96,998.08,114,8.76,11.01%,< 10%,6.46%
TheAllPointsTeam.com,157-279-4852,Feb-24,USD,486,"5,752",8.45%,2.04,993.49,51,19.48,10.49%,< 10%,10.94%
TheAmandaHoffGroup.com,226-185-5782,Feb-24,USD,374,"4,164",8.98%,0.93,348.21,31,11.23,8.29%,< 10%,3.73%
TheBellTeam.com,233-121-1941,Feb-24,USD,799,"5,215",15.32%,1,800.1,67,11.94,8.39%,19.94%,10.72%
TheBoatwrightGroup.com,290-145-0929,Feb-24,USD,611,"7,313",8.35%,0.91,559.03,57,9.81,9.33%,< 10%,16.80%
TheBreckLife.com,709-701-8374,Feb-24,USD,793,"9,166",8.65%,1.26,999.85,71,14.08,8.95%,15.87%,9.22%
TheChrisFoxGroup.com,510-142-9674,Feb-24,USD,439,"2,414",18.19%,1.14,500.11,55,9.09,12.53%,< 10%,9.07%
TheEliteEstatesGroup.com,484-835-0529,Feb-24,USD,269,"2,910",9.24%,1.11,299.68,23,13.03,8.55%,< 10%,10.24%
TheFitchTeamSWFL.com,115-805-4235,Feb-24,USD,349,"1,513",23.07%,1.42,495.81,17,29.17,4.87%,< 10%,11.60%
TheGellmanTeam.com,585-898-6656,Feb-24,USD,"1,708","46,550",3.67%,1.29,2202.29,116,18.99,6.79%,17.52%,8.93%
TheHardestyTeam.com,715-375-6782,Feb-24,USD,212,"2,127",9.97%,1.88,398.94,16,24.93,7.55%,12.82%,19.79%
TheHHT.com,683-263-0550,Feb-24,USD,492,"4,486",10.97%,1.01,496.66,54,9.2,10.98%,< 10%,12.76%
TheHomeSearch.com,257-058-5460,Feb-24,USD,922,"7,518",12.26%,1.4,1290.29,106,12.17,11.50%,10.20%,8.99%
TheKhavariGroup.com,569-478-9356,Feb-24,USD,313,"1,606",19.49%,0.95,298.52,34,8.78,10.86%,< 10%,10.52%
TheLupercioGroup.com,852-460-5449,Feb-24,USD,166,930,17.85%,1.21,200.03,20,10,12.05%,10.22%,6.99%
TheMassRealtor.com  / MassRealtor.org,740-671-8025,Feb-24,USD,270,"1,587",17.01%,1.1,297.41,20,14.87,7.41%,< 10%,16.12%
TheMcKayTeam.ca,697-167-1507,Feb-24,USD,466,"5,381",8.66%,1.03,479.87,56,8.57,12.02%,16.26%,13.10%
TheMoorheadTeam.com,303-003-1448,Feb-24,USD,636,"3,461",18.38%,1.53,974.2,78,12.49,12.26%,< 10%,7.69%
TheOhioHomeStore.com,490-626-4221,Feb-24,USD,879,"11,131",7.90%,1.37,1199.88,82,14.63,9.33%,10.96%,8.70%
TheRegalTeam.com,252-404-6672,Feb-24,USD,446,"2,577",17.31%,1.29,574.74,35,16.42,7.85%,< 10%,15.82%
TheReloExperts.com,158-811-6943,Feb-24,USD,597,"5,418",11.02%,0.84,499.73,80,6.25,13.40%,< 10%,5.97%
TheRTGTeam.com,920-863-4131,Feb-24,USD,264,"1,708",15.46%,0.95,249.95,42,5.95,15.91%,< 10%,16.61%
TheSaraviaGroup.com,435-283-1719,Feb-24,USD,912,"6,985",13.06%,1.09,997.92,113,8.83,12.39%,< 10%,7.54%
TheSpearRealtyGroup.com,460-526-6631,Feb-24,USD,297,"2,328",12.76%,1.68,499.55,23,21.72,7.74%,10.48%,11.64%
TheVegasAgent.com,352-085-4788,Feb-24,USD,"1,650","10,772",15.32%,1.21,1995.47,174,11.47,10.55%,< 10%,10.63%
TheWGroupRealEstate.com / NorthshoreLa-Homes.com,624-913-1584,Feb-24,USD,"1,241","12,634",9.82%,0.96,1192.74,146,8.17,11.76%,11.63%,10.90%
ThinkRealEstateGroup.com,954-587-8690,Feb-24,USD,531,"2,652",20.02%,1.86,989.91,28,35.35,5.27%,18.23%,9.27%
ThinkTeamDillick.com,522-109-9207,Feb-24,USD,427,"5,695",7.50%,1.17,500.05,41,12.2,9.60%,20.47%,18.96%
ThisCityisMoving.com,927-047-9409,Feb-24,USD,780,"8,016",9.73%,1.28,998.59,69,14.47,8.85%,11.97%,8.27%
TidalRealtyPartners.com,270-216-0890,Feb-24,USD,"1,209","25,429",4.75%,1.32,1600.02,130,12.31,10.75%,10.92%,9.26%
