HubSpot Link,Account Domain,Ticket ID,Cancellation Request Date,Cancellation Scheduled Date,Cancellation Status,Is client staying with Sierra?,Current Contract Term Fulfilled?,Churn Reason H2,New Provider,Sales Deal Owner,Outstanding Balance in Sierra? (overdue invoices only),Outstanding Balance in Google Ads?,CSM Assigned,Early Termination Fee (if paid),Early Termination Type,Ticket - Distinct count,Ticket Service Level,Pipeline,Site_DB,Account_Type,Site_Type,Site_Start_Date,Site_End_Date,Length of Service,Total_Leads,Active_Site_Users,Cancellation Reason Details,Leave any other comments here that you want to bring to our attention. ,Row Number,SiteID in HubSpot,SiteID in CAA,Company ID,OldID,Lifecycle Stage,Delayed Billing,ICP?,"What was your biggest goal with using Sierra, and where did we fall short?",Site_Status
https://app.hubspot.com/contacts/21458556/ticket/1126002187,tampapropertysearches.com,1126002187,,,Pending,,,,,,,,,,,20,,Billing,2,Full Account,Pro Site,2020-01-13,2022-09-28,,2074,4,,,20,,2-1848,8693691909,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1420398141,kwprepgroup.com,1420398141,,2023-02-20,Cancelled Final,,Yes,,,Ryan White,,,,,,4,,Billing,3,Full Account,Pro Site,2019-06-19,2023-02-22,3.6767123287671235,2094,5,,,355,,3-1443,8693692847,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2004606074,chimeitam.com,2004606074,,2023-12-28,Cancelled Final,,Yes,,,Mia Newton,739.9,,,,,23,Core,Billing,14,Full Account,Pro Site,2020-11-30,2023-12-28,3.0767123287671234,1484,1,,,1053,,14-2721,8693693055,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1951095942,knoxteam.com,1951095942,,2023-10-31,Cancelled Final,,Yes,,,Gates Hoham,,,,,,36,Low Touch,Billing,4,Full Account,Pro Site,2022-03-15,2023-10-31,1.63013698630137,587,2,,,1028,,4-3971,8693693063,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2367765533,rochesternewyork.com,2367765533,2024-02-14,2024-04-15,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,40,Low Touch,Billing,6,Full Account,Pro Site,2023-03-22,2024-04-15,1.0684931506849316,6,1,,,1068,,6-4838,8693693064,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1276807710,eastcountyliving.com,1276807710,,,Pending,,,,,,,,,,,57,,Billing,4,Full Account,Ace Site,2021-07-02,2022-11-29,,703,4,,,156,,4-3295,8693693549,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1417567534,mydmvrealestateagent.com,1417567534,,2023-02-24,Cancelled Final,,Yes,,,,,,,,,24,,Billing,10,Full Account,Pro Site,2020-06-05,2023-02-24,2.723287671232877,850,1,,,352,,10-2182,8693693855,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2082576128,thinkgahomes.com,2082576128,,2023-12-18,Cancelled Final,,Yes,,,,,,,,,94,Low Touch,Billing,13,Full Account,Pro Site,2019-01-24,2023-12-18,4.901369863013699,6239,7,,,1134,,13-1239,8693694045,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1788683097,kimoquance.com,1788683097,,2023-08-07,Cancelled Final,,Yes,,,Ashley Ali,,,,,,38,Low Touch,Billing,4,Full Account,Pro Site,2020-05-19,2023-08-07,3.219178082191781,27083,17,,,878,,4-2126,8693694828,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1654311066,yourbrevardcountyhome.com,1654311066,,2023-05-30,Cancelled Final,,Yes,,,,,,,,,14,,Billing,2,Full Account,Pro Site,2019-11-13,2023-05-30,3.5452054794520547,19263,12,,,666,,2-1709,8693694981,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1939542111,sbcoastalhomes.com,1939542111,,2023-10-11,Cancelled Final,,Yes,,Luxury Presence,Gates Hoham,,,,,,35,Low Touch,Billing,4,Full Account,Pro Site,2022-01-26,2023-10-11,1.7068493150684931,57,1,,,1016,,4-3840,8693694990,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1429812900,livelovesellsd.com,1429812900,,2023-06-09,Cancelled Final,,Yes,,,Ryan Anderson,,,,,,58,Low Touch,Billing,4,Full Account,Pro Site,2021-06-09,2023-06-09,2.0,117,2,,,367,,4-3229,8693696035,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2020399541,centralflorida-homeguide.com,2020399541,,2023-11-08,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,36,Low Touch,Billing,2,Full Account,Pro Site,2022-03-29,2023-11-08,1.6136986301369862,1646,1,,,1066,,2-4009,8693698661,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2042255755,next-phaserealty.com,2042255755,,2023-10-30,Cancelled Final,,Yes,,Luxury Presence,James Finnerty,,,,,,39,Low Touch,Billing,4,Full Account,Ace Site,2020-10-08,2023-10-30,3.0602739726027397,327,4,,,1084,,4-2559,8693700143,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2778484150,infiniterealestategroup.com,2778484150,2024-05-30,2024-07-01,Cancelled Final,,Yes,,Inside Real Estate,Ryan Anderson,,,Ryan Anderson,,,77,Low Touch,Billing,3,Full Account,Ace Site,2019-07-12,2024-07-01,4.975342465753425,23161,19,No reason provided - sent questionnaire again with email confirming final charges to request further feedback.  Client switched to Inside Real Estate.,,1588,3-1470,3-1470,8693700444,1,Lost Customer,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3056183207,upstatenyhomesearch.com,3056183207,2024-08-01,2024-08-14,Cancelled Final,,Yes,Past-Due/Collections Candidate,,Rick Fulton,3508.96,,Ryan Anderson,,,68,,Billing,6,Full Account,Pro Site,2021-08-31,2024-08-14,2.956164383561644,6061,9,"Forced Cancellation - Client unresponsive
Contract terms fulfilled for parent site, but not for either child site (also cancelled).  ",,1732,6-3430,6-3430,8693701165,1,Lost Customer,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2338251602,thefreeman-tilsongroup.com,2338251602,2024-02-06,2024-03-04,Cancelled Final,,Yes,,,,,,,,,112,Low Touch,Billing,8,Full Account,Pro Site,2020-11-05,2024-03-04,3.328767123287671,8379,8,,,1334,,8-2660,8693701201,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1361009462,mysuperbhome.com,1361009462,,2023-01-25,Cancelled Final,,Yes,,,Ryan White,,,,,,6,,Billing,2,Full Account,Pro Site,2019-06-12,2023-01-25,3.6246575342465754,628,2,,,260,,2-1435,8693701646,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2288181889,karlsellsatl.com,2288181889,2024-03-29,2024-03-28,Cancelled Final,,Yes,,,,609.9,,,,,72,,Billing,13,Full Account,Pro Site,2019-09-05,2024-03-28,4.564383561643836,26440,3,,,1291,,13-1560,8693701650,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1496219197,miainmiamirealestate.com,1496219197,,2023-04-13,Cancelled Final,,Yes,,,Ryan Anderson,,,,,,38,Low Touch,Billing,2,Full Account,Pro Site,2022-03-31,2023-04-25,1.0356164383561643,1244,3,,,454,,2-4012,8693708199,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2279402810,limehouserealty.com,2279402810,2024-01-19,2024-02-07,Cancelled Final,,Yes,,kvCORE,,,,,,,43,Low Touch,Billing,6,Full Account,Pro Site,2020-07-27,2024-02-07,3.5342465753424657,12010,15,,,1286,,6-2340,8693708851,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1190636313,greatgarealty.com,1190636313,,,Pending,,,,,,,,,,,34,,Billing,13,CRM Only,CRM Only,2020-10-05,2022-11-14,,6443,13,,,102,,13-2547,8693708969,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1352455012,aejrealty.com,1352455012,,2023-01-11,Cancelled Final,,Yes,,Ylopo,Emily Blake,,,,,,28,,Billing,4,CRM Only,CRM Only,2021-06-03,2023-01-11,1.6082191780821917,3594,1,,,242,,4-3217,8693709683,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1908619522,alohaoahure.com,1908619522,,2023-09-27,Cancelled Final,,Yes,,,,,,,,,34,Low Touch,Billing,4,Full Account,Pro Site,2021-02-12,2023-09-27,2.621917808219178,1842,3,,,985,,4-2928,8693709839,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2127060820,aspenvalleyproperty.com,2127060820,,,Client Retained/Changed Mind,,Yes,,,,,,Ryan Anderson,,,35,,Billing,3,Full Account,Pro Site,2020-02-04,,,7391,9,,,1177,3-1883,3-1883,8693709889,1,Customer,,Yes,,Active
https://app.hubspot.com/contacts/21458556/ticket/1535387971,findyour406.com,1535387971,,2023-04-06,Cancelled Final,,Yes,,,Gates Hoham,,,,,,20,Low Touch,Billing,3,Full Account,Pro Site,2022-01-12,2023-04-06,1.2301369863013698,581,1,,,520,,3-3792,8693710650,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1663053488,tkbrealtygroup.com,1663053488,,2023-06-18,Cancelled Final,,Yes,,,Ryan Anderson,,,,,,7,Low Touch,Billing,7,Full Account,Pro Site,2022-03-02,2023-06-20,1.295890410958904,202,1,,,710,,7-3938,8693713700,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1642573400,katechristiansen4homes.com,1642573400,,2023-06-01,Cancelled Final,,Yes,,,,,,,,,62,,Billing,4,Full Account,Pro Site,2020-12-22,2023-06-03,2.441095890410959,14241,6,,,682,,4-2788,8693714179,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1343383390,austinevansrealtor.com,1343383390,,2023-01-23,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,12,Low Touch,Billing,16,Full Account,Pro Site,2022-02-04,2023-01-24,0.9671232876712329,38,1,,,227,,16-3871,8693716121,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1404531298,nightingaleagents.com,1404531298,,2023-02-11,Cancelled Final,,Yes,,,Phillip Clift,,,,,,30,,Billing,3,Full Account,Pro Site,2021-02-26,2023-02-13,1.9589041095890412,313,2,,,331,,3-2976,8693717272,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1750162798,kjaxgrouptx.com,1750162798,,2023-07-11,Cancelled Final,,Yes,,,Ashley Ali,819.9,,,,,38,Low Touch,Billing,9,Full Account,Pro Site,2021-01-11,2023-07-11,2.495890410958904,8334,5,,,634,,9-2828,8693717286,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1319970655,core3realty.com,1319970655,,,Pending,,,,,,,,,,,25,Low Touch,Billing,8,Full Account,Pro Site,2018-10-04,2022-12-16,,988,9,,,199,,8-1108,8693718074,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1460913590,c21curranoberski.com,1460913590,,2023-03-01,Cancelled Final,,Yes,,,Ryan White,,,,,,5,,Billing,5,Full Account,Ace Site,2020-06-08,2023-03-01,2.728767123287671,1945,7,,,398,,5-2187,8693718170,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1272475457,theriveragroupva.com,1272475457,,,Pending,,,,,,,,,,,16,,Billing,10,Full Account,Pro Site,2021-01-04,2022-12-15,,2582,7,,,151,,10-2806,8693718966,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1358489703,go-bigmo.com,1358489703,,2023-01-11,Cancelled Final,,Yes,,kvCORE,Josh Wald,,,,,,26,,Billing,9,Full Account,Pro Site,2021-01-29,2023-01-11,1.9506849315068493,2190,6,,,258,,9-2892,8693719056,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1685111871,whymove.com,1685111871,,2023-07-20,Cancelled Final,,Yes,,,Mia Newton,,,,,,54,Low Touch,Billing,8,Full Account,Pro Site,2018-12-03,2023-07-20,4.63013698630137,1594,6,,,731,,8-1170,8693719100,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1497194344,artisanrealtyny.com,1497194344,,2023-03-13,Cancelled Final,,Yes,,,Gates Hoham,,,Blair Ackiss,,,31,,Billing,6,Full Account,Pro Site,2021-02-25,2023-03-20,2.043835616438356,278,4,,,453,,6-2967,8693719119,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1171973923,buymissourihomes.com,1171973923,,,Pending,,,,,,,,,,,29,,Billing,3,Full Account,Pro Site,2021-09-27,2022-11-02,,408,4,,,83,,3-3491,8693722726,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1436901508,goodpatriotrealty.com,1436901508,,2023-02-16,Cancelled Final,,Yes,,iHouseWeb,Ashley Ali,,,,,,5,,Billing,4,Full Account,Pro Site,2021-05-03,2023-02-16,1.7917808219178082,279,2,,,370,,4-3148,8693723058,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2969285717,palmbeachhomesinfo.com,2969285717,2024-07-15,2024-08-01,Cancelled Final,,Yes,I found another solution,kvCORE,Ryan White,,,Ryan Anderson,,,44,,Billing,2,Full Account,Pro Site,2019-05-21,2024-08-01,5.2027397260273975,8198,7,"Team is downsizing.  ""The only two real estate agents on our team are demanding KV core. We don’t have a choice or we lose our agents.""",,1694,2-1413,2-1413,8693723214,1,Lost Customer,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1351713577,callieruffus.com,1351713577,,2023-01-16,Cancelled Final,,Yes,,,Gates Hoham,,,,,,16,High Touch,Billing,13,Full Account,Pro Site,2021-06-23,2023-01-16,1.5671232876712329,916,3,,,238,,13-3264,8693723263,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1606413193,lmsyracuse.com,1606413193,,2023-06-09,Cancelled Final,,Yes,,,Mia Newton,,,,,,31,,Billing,6,Full Account,Pro Site,2019-11-04,2023-06-11,3.5972602739726027,3949,8,,,630,,6-1689,8693725008,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1941976217,homeinkentucky.com,1941976217,,2023-10-23,Cancelled Final,,Yes,,,,,,,,,10,Low Touch,Billing,1,Full Account,Pro Site,2020-08-31,2023-10-23,3.1452054794520548,69,5,,,1017,,1-2444,8693733042,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1595053353,yourhuntingdonrealtor.com,1595053353,,2023-12-08,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,56,Low Touch,Billing,6,Full Account,Pro Site,2022-09-13,2023-12-08,1.2356164383561643,78,2,,,609,1-3087,6-4403,8693733283,1,Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1345362867,christinapotter.com,1345362867,,2023-01-04,Cancelled Final,,Yes,,,Josh Wald,,,Ryan Anderson,,,25,Core,Billing,3,Full Account,Pro Site,2020-06-30,,2.515068493150685,83,2,,,232,3-2267,3-2267,8693733475,1,Customer,,No,,Active
https://app.hubspot.com/contacts/21458556/ticket/1384594283,alexkingrealestate.com,1384594283,,2023-01-20,Cancelled Final,,Yes,,,Ryan White,,,,,,53,,Billing,2,Full Account,Ace Site,2020-08-10,2023-01-20,2.4465753424657533,9536,7,,,278,,2-2385,8693734008,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1142996557,tyler-carter.com,1142996557,,,Pending,,,,,,,,,,,33,,Billing,3,Full Account,Pro Site,2021-03-08,2022-10-19,,479,1,,,48,3-3002,3-3002,8693734465,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1777917062,ronhyles.com,1777917062,,2023-08-16,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,27,Low Touch,Billing,4,Full Account,Ace Site,2021-11-01,2023-08-16,1.789041095890411,551,1,,,867,,4-3589,8693735068,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1729763357,hagent.ca,1729763357,,2023-07-25,Cancelled Final,,Yes,,Real Geeks,,,,,,,38,,Billing,11,Full Account,Pro Site,2020-11-13,2023-07-25,2.695890410958904,3245,3,,,829,,11-2683,8693735076,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1753731880,eileenandshannon.com,1753731880,,2023-07-21,Cancelled Final,,Yes,,,Ashley Ali,,,,,,2,,Billing,6,Full Account,Pro Site,2021-04-20,2023-07-21,2.252054794520548,374,5,,,853,,6-3109,8693735253,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3012171382,mariegomergroup.com,3012171382,2024-07-22,2024-07-23,Cancelled Final,,Yes,My brokerage provided me a solution,,,,,Blair Ackiss,,,9,Low Touch,Billing,6,Full Account,Pro Site,2018-07-31,2024-07-23,5.983561643835617,3624,4,Client wished to cancel instead of reactivate after site pause extension. No reason provided for site pause.,Getting a free website.,1709,6-1020,6-1020,8693735332,1,Lost Customer,,No,You haven't. We will continue to refer.,Delete
https://app.hubspot.com/contacts/21458556/ticket/2177941820,myhometeam.realestate,2177941820,2023-12-15,2024-02-02,Cancelled Final,,Yes,,Lofty (formerly Chime),,,,,,,107,Low Touch,Billing,1,Full Account,Pro Site,2019-11-20,2024-02-02,4.205479452054795,21961,9,,,1204,,1-1726,8693735343,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2273101605,noblestarrealty.com,2273101605,2024-01-18,2024-02-12,Cancelled Final,,Yes,,,,,,,,,24,Low Touch,Billing,2,Full Account,Pro Site,2020-02-28,2024-02-12,3.958904109589041,605,5,,,1279,,2-1943,8693741234,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1141900470,teaminfinityaustin.com,1141900470,,,Pending,,,,,,,,,,,3,,Billing,9,Full Account,Pro Site,2020-07-31,2022-10-05,,4,3,,,1,,9-2360,8693741573,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2020341413,,2020341413,,,Client Retained/Changed Mind,,,,,,,,Melinie Weaver,,,203,,Billing,,,,,,,,,,,1064,11-3575,,8693741864,1,Customer,,No,,
https://app.hubspot.com/contacts/21458556/ticket/1531754638,bcbsuite.com,1531754638,,2023-04-07,Cancelled Final,,Yes,,,,,,,,,25,Low Touch,Billing,,,,,,,,,,,504,,,8693742102,1,,,No,,
https://app.hubspot.com/contacts/21458556/ticket/1534841998,pghlist.com,1534841998,,2023-05-01,Cancelled Final,,Yes,,Lofty (formerly Chime),,,,,,,19,,Billing,6,Full Account,Pro Site,2020-06-19,2023-05-16,2.8657534246575342,601,4,,,511,,6-2222,8693742223,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2510197399,coastalgahomeexpert.com,2510197399,2024-03-21,2024-03-20,Cancelled Final,Yes - client is keeping separate Sierra site(s) active,Yes,,,Ryan Anderson,799.9,,,,,46,Low Touch,Billing,13,Full Account,Pro Site,2022-01-05,2024-03-20,2.2054794520547945,14326,3,,,1417,,13-3773,8693742238,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1930812227,bestsandiegohomesforsale.com,1930812227,,2023-10-12,Cancelled Final,,Yes,,,Jessica Kerr,,,,,,90,Low Touch,Billing,4,Full Account,Ace Site,2021-03-31,2023-10-12,2.5342465753424657,7786,5,,,1006,,4-3073,8693743012,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3129031037,jbprindle.com,3129031037,2024-07-18,2024-08-27,Cancelled Final,,Yes,Other,Lofty (formerly Chime),Gates Hoham,,,Melinie Weaver,,,106,Low Touch,Billing,6,Full Account,Pro Site,2021-07-16,2024-08-27,3.117808219178082,10289,8,"I wanted or expected CRM features, functionality or integrations that are currently unavailable",,1699,6-3317,6-3317,8693743712,1,Lost Customer,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1305648153,executiveandluxuryhomes.com,1305648153,,2023-03-20,Cancelled Final,,Yes,,,Josh Wald,,,,,,11,,Billing,2,Full Account,Pro Site,2021-06-15,2023-03-20,1.7616438356164383,849,3,,,183,,2-3243,8693743739,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1547972709,memphishousehunters.com,1547972709,,2023-06-09,Cancelled Final,,,,,,819.9,,,,,3,,Billing,8,Full Account,Pro Site,2020-06-29,2023-06-09,2.9452054794520546,2736,5,,,530,,8-2259,8693743949,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2146166632,elizabethmarkovic.com,2146166632,2023-12-07,2024-01-02,Cancelled Final,,Yes,,,,,,Blair Ackiss,,,74,Low Touch,Billing,6,Full Account,Pro Site,2020-12-17,2024-01-02,3.043835616438356,5813,3,,,1184,,6-2776,8693744038,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1391843240,herarealtygroup.com(db-6),1391843240,,2023-01-26,Cancelled Final,,Yes,,,Ashley Ali,,,,,,3,,Billing,,,,,,,,,,,306,,,8693749575,1,,,No,,
https://app.hubspot.com/contacts/21458556/ticket/1702320457,investrochester.com,1702320457,,2023-08-09,Cancelled Final,,No,,,Ryan Anderson,819.9,,,,Past Due Billing / Forced Cancellations,19,Low Touch,Billing,11,Full Account,Pro Site,2020-12-17,2023-08-09,2.643835616438356,1261,4,,,780,,11-2781,8693749586,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1133331791,,1133331791,,,Pending,,,,,,,,Blair Ackiss,,,258,Growth,Billing,,,,,,,,,,,41,11-2621,,8693750572,1,Customer,,No,,
https://app.hubspot.com/contacts/21458556/ticket/3152904069,benbelack.com,3152904069,2024-08-02,,Cancellation Scheduled/in Progress,,,,,,,,Ryan Anderson,,,104,,Billing,4,Full Account,Ace Site,2020-09-15,,,6886,5,,,1787,4-2477,4-2477,8693751151,1,Customer,,No,,Active
https://app.hubspot.com/contacts/21458556/ticket/1375504506,katebaldukas.com,1375504506,,2023-01-24,Cancelled Final,,Yes,,Inside Real Estate,Josh Wald,,,,,,50,,Billing,11,Full Account,Pro Site,2020-10-07,2023-01-24,2.2986301369863016,760,3,,,280,,11-2557,8693751154,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1482694057,homeforsaleak.com,1482694057,,2023-05-05,Cancelled Final,,No,,,,831.9,,,,Past Due Billing / Forced Cancellations,70,Low Touch,Billing,14,Full Account,Pro Site,2022-05-19,2023-05-11,0.9616438356164384,5351,2,,,430,,14-4141,8693751159,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1623550642,propertiesinomahacouncilbluffs.com,1623550642,,2023-08-28,Cancelled Final,,Yes,,,,1010.85,,,,,71,Core,Billing,3,Full Account,Pro Site,2020-03-23,2024-07-31,3.4328767123287673,948,1,,,650,3-1990,3-1990,8693761370,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2818229160,propertiesinomahacouncilbluffs.com,2818229160,2024-06-10,2024-06-13,Cancelled Final,,No,,,Tasha Stevens,1049.9,,,,Past Due Billing / Forced Cancellations,71,Core,Billing,3,Full Account,Pro Site,2020-03-23,2024-07-31,4.227397260273973,948,1,"Client is past due.  Client was affected by severe tornadoes in the Omaha/Iowa area.  He called to discuss payment options, but did not follow up, nor was he reachable after a few weeks.",,1609,3-1990,3-1990,8693761370,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1801639332,seattlehighrisecondos.com,1801639332,,2023-08-29,Cancelled Final,,Yes,,,Ryan Anderson,,,,,,22,Low Touch,Billing,14,Full Account,Pro Site,2021-06-17,2023-08-29,2.2,10,3,,,886,,14-3249,8693762381,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3166004089,agentcrumbie.realtor,3166004089,2024-08-30,2024-09-10,Client Retained/Changed Mind,,Yes,My business is restructuring or I’m leaving the industry,,Ryan Anderson,,,Blair Ackiss,,,140,Low Touch,Billing,3,Full Account,Pro Site,2020-03-18,,4.484931506849315,2839,2,N'Marie requested a 2-month site pause for July-August 2024. She doesn't work summers in AZ and has no need for it. Client did not reactivate after site pause. Previously paused 3 months earlier in the year.,,1800,3-1978,3-1978,8693768802,1,Customer,,No,,Active
https://app.hubspot.com/contacts/21458556/ticket/1500568691,celebrate-realestate.com,1500568691,,2023-03-31,Cancelled Final,,Yes,,kvCORE,Ashley Ali,,,,,,41,,Billing,2,Full Account,Pro Site,2019-09-17,2023-03-31,3.536986301369863,3237,7,,,462,,2-1577,8693769080,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2536774462,joeozgroup.com,2536774462,2024-03-22,2024-04-15,Cancelled Final,,Yes,,,Ryan Anderson,,,,,,117,Low Touch,Billing,6,Full Account,Pro Site,2021-06-22,2024-04-15,2.8164383561643835,11269,32,,,1423,,6-3259,8693769560,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1280355998,orlandofreehomeinfo.com,1280355998,,,Pending,,,,,,,,,,,29,High Touch,Billing,2,Full Account,Ace Site,2021-02-02,2022-12-12,,13572,14,,,166,,2-2898,8693769594,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1271694388,kasperrealtygroup.com(db-5),1271694388,,,Pending,,,,,,,,,,,29,,Billing,,,,,,,,,,,149,,,8693778269,1,,,No,,
https://app.hubspot.com/contacts/21458556/ticket/1265375000,josephsullivan.net,1265375000,,,Pending,,,,,,,,,,,77,High Touch,Billing,2,Full Account,Pro Site,2021-12-07,2022-12-28,,4905,8,,,130,,2-3693,8693786459,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1280330760,topnorthatlantahomes.com,1280330760,,,Pending,,,,,,,,,,,22,,Billing,13,Full Account,Pro Site,2019-10-14,2022-12-01,,3405,4,,,165,,13-1647,8693786660,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1920925231,northidahodream.com,1920925231,,2023-09-25,Cancelled Final,,No,,,James Finnerty,,,,,At No Further Penalty,21,Low Touch,Billing,3,Full Account,Pro Site,2023-02-08,2023-09-25,0.6273972602739726,244,2,,,994,,3-4722,8693796167,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1301640799,gatewayca.com,1301640799,,2023-01-05,Cancelled Final,,Yes,,kvCORE,Gates Hoham,,,,,,9,Low Touch,Billing,4,IDX Only,Pro Site,2021-12-20,2023-01-05,1.0438356164383562,4,1,,,180,,4-3728,8694163831,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2312396863,thedistinctivegroup.com,2312396863,2023-12-26,2024-02-01,Cancelled Final,,Yes,,,,,,Cedric Zebaze,,,86,Low Touch,Billing,3,Full Account,Ace Site,2018-05-08,2024-02-01,5.739726027397261,24042,1,,,1312,,3-928,8694164107,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1409333588,thinkrealestateutah.com,1409333588,,2023-02-27,Cancelled Final,Yes - client is keeping separate Sierra site(s) active,Yes,,,Mia Newton,,,,,,6,,Billing,3,Full Account,Pro Site,2021-03-12,2023-02-27,1.9643835616438357,1127,4,,,340,,3-3026,8694164591,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1702701057,championprops.com,1702701057,,2023-06-19,Cancelled Final,,Yes,,,,,,,,,12,,Billing,1,Full Account,Legacy Site,2015-12-11,2023-06-19,7.526027397260274,322,1,,,786,,1-545,8694165076,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1166150770,,1166150770,,,Pending,,,,,,,,,,,7,Low Touch,Billing,,,,,,,,,,,77,,,8694165084,1,,,No,,
https://app.hubspot.com/contacts/21458556/ticket/2294785896,bayouteam.com,2294785896,2024-01-24,2024-02-20,Cancelled Final,,Yes,,Lofty (formerly Chime),Gates Hoham,,,,,,27,Low Touch,Billing,16,Full Account,Pro Site,2021-08-20,2024-02-20,2.504109589041096,11507,3,,,1303,,16-3409,8694165087,1,,,No,,Delete
